"plot","transectID","observation","species","layer","dbh","height","crownNS","crownEW","leafsample","distance","bearing","sampleheight","tree","ageclass","health","stagclass","hollows","hollowlocation","hollowheight","hollownum","hollowsize","flowering","ybgsigns","N","digN","Ndig_cv","DMD","DMD_cv","hollownumber","hollowsfix","hollowpres","meancrown","crown_area","ba","Fi","EFi","hollows_ha","GG","GG_no","elevation","slope","aspect","layers","foliagecover","density","ASC_O","ASC_SO","arboreal_count","arboreal_species","climate_gradient","mean_N","mean_digN","cond","AHMI","TWI250","NDVI","Fire250","soil_nitrate.nitrogen","soil_phosphorus.colwell","soil_potassium.colwell","soil_pH.CaCl2","soil_total.nitrogen","soil_total.carbon","obs","health_cat_fct","health_cat","health_cat_factor","layers_num","layer_num","ageclass_num","Fi_re","EFi_re","hollows_ha_re","transect","hollownumber_fix","hollows_ha_fix","hollowpres_fix"
"T25P4","T2.5","2","Eucalyptus fastigata","Subcanopy",97,41.2,12.4,14.3,"Yes",13.4,53,20,"T2.5P4Q1","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",1.5495,1.09168434800108,1.0284914778624,69.3604004992597,0.367378150461822,0,"Absent","0",13.35,177.32,0.73907695,1847.45282985165,5.41285809218902,0,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,378,"Alive",1,"1",3,2,2,1847.45282985165,5.41285809218902,0,"mid-hills",0,0,"0"
"T25P4","T2.5","3","Eucalyptus fastigata","Subcanopy",68,30,8.3,8,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",8.15,66.4,0.3632152,907.92027688745,11.0141829129339,0,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,379,"Alive",1,"1",3,2,2,907.92027688745,11.0141829129339,0,"mid-hills",0,0,"0"
"T25P4","T2.5","20","Eucalyptus fastigata","Canopy",230,50,9.63,11.33,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",33,16,7,4,"No","No",NA,NA,NA,NA,NA,7,"Present","1",10.48,109.1079,4.155295,10386.8907109313,0.962752018703337,6.73926413092336,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,380,"Alive",1,"1",3,1,3,10386.8907109313,0.962752018703337,6.73926413092336,"mid-hills",7,6.73926413092336,"1"
"T25P4","T2.5","21","Eucalyptus fastigata","Canopy",210,50,15.9,13.9,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",42,16,4,4,"No","No",NA,NA,NA,NA,NA,4,"Present","1",14.9,221.01,3.464055,8659.01475145687,1.1548658002133,4.6194632008532,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,381,"Alive",1,"1",3,1,3,8659.01475145687,1.1548658002133,4.6194632008532,"mid-hills",4,4.6194632008532,"1"
"T25P4","T2.5","22","Eucalyptus fastigata","Canopy",104,42,15.16,10.96,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",13.06,166.1536,0.8495968,2123.7166338267,4.70872612697915,0,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,382,"Alive",1,"1",3,1,2,2123.7166338267,4.70872612697915,0,"mid-hills",0,0,"0"
"T25P4","T2.5","23","Eucalyptus fastigata","Canopy",110,45,13.95,8.95,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",11.45,124.8525,0.950455,2375.82944427728,4.20905634623194,0,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,383,"Alive",1,"1",3,1,2,2375.82944427728,4.20905634623194,0,"mid-hills",0,0,"0"
"T25P4","T2.5","24","Eucalyptus fastigata","Canopy",103,40,12.78,11.58,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",12.18,147.9924,0.83333695,2083.07227887088,4.80060154485875,0,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,384,"Alive",1,"1",3,1,2,2083.07227887088,4.80060154485875,0,"mid-hills",0,0,"0"
"T25P4","T2.5","25","Eucalyptus fastigata","Canopy",82,41.2,13.84,10.83,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Potential ",25,16,5,4,"No","No",NA,NA,NA,NA,NA,5,"Potential ","2",12.335,149.8872,0.5281702,1320.25431267111,7.57429830300513,37.8714915150257,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,385,"Alive",1,"1",3,1,2,1320.25431267111,7.57429830300513,37.8714915150257,"mid-hills",0,0,"0"
"T25P4","T2.5","26","Eucalyptus fastigata","Canopy",95,45,13,14.6,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",13.8,189.8,0.70891375,1772.05460616549,5.64316695727496,0,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,386,"Alive",1,"1",3,1,2,1772.05460616549,5.64316695727496,0,"mid-hills",0,0,"0"
"T25P4","T2.5","27","Eucalyptus fastigata","Canopy",172,53.6,15.69,19.04,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",44,16,10,4,"No","No",NA,NA,NA,NA,NA,10,"Present","1",17.365,298.7376,2.3238232,5808.80481648753,1.72152453317356,17.2152453317356,0,0,720,26,50,"3",40,"High","DE","AA",0,0,0.149407356977463,1.71386,1.15579136581792,3073,29.0759266226749,5.97063,8877,1,"38",11,452,3.7,0.61,10.3,387,"Alive",1,"1",3,1,3,5808.80481648753,1.72152453317356,17.2152453317356,"mid-hills",10,17.2152453317356,"1"
"T25P2","T2.5","1","Eucalyptus cypellocarpa","Canopy",225,32.6,18.21,19.47,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",34,12,10,4,"No","No",NA,NA,NA,NA,NA,10,"Present","1",18.84,354.5487,3.97659375,9940.19550549896,1.00601643040803,10.0601643040803,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,388,"Alive",1,"1",4,1,3,9940.19550549895,1.00601643040803,10.0601643040803,"mid-hills",10,10.0601643040803,"1"
"T25P2","T2.5","2","Eucalyptus cypellocarpa","Canopy",45,33.2,3.83,4.17,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",4,15.9711,0.15906375,397.607820219958,25.1504107602007,0,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,389,"Alive",1,"1",4,1,2,397.607820219958,25.1504107602007,0,"mid-hills",0,0,"0"
"T25P2","T2.5","3","Eucalyptus cypellocarpa","Canopy",180,47.2,20,9.43,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",43,31,7,4,"No","No",NA,NA,NA,NA,NA,7,"Present","1",14.715,188.6,2.54502,6361.72512351933,1.57190067251255,11.0033047075878,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,390,"Alive",1,"1",4,1,3,6361.72512351933,1.57190067251255,11.0033047075878,"mid-hills",7,11.0033047075878,"1"
"T25P2","T2.5","4","Eucalyptus cypellocarpa","Canopy",230,48,14.02,18.66,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",44,31,5,4,"No","No",NA,NA,NA,NA,NA,5,"Present","1",16.34,261.6132,4.155295,10386.8907109313,0.962752018703337,4.81376009351668,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,391,"Alive",1,"1",4,1,3,10386.8907109313,0.962752018703337,4.81376009351668,"mid-hills",5,4.81376009351668,"1"
"T25P2","T2.5","5","Eucalyptus cypellocarpa","Canopy",60,43.1,8.17,11.92,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",10.045,97.3864,0.28278,706.858347057703,14.1471060526129,0,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,392,"Alive",1,"1",4,1,2,706.858347057703,14.1471060526129,0,"mid-hills",0,0,"0"
"T25P2","T2.5","6","Eucalyptus cypellocarpa","Canopy",49,31.7,7.53,6.28,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",6.905,47.2884,0.18859855,471.435247579318,21.2118208202443,0,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,393,"Alive",1,"1",4,1,2,471.435247579318,21.2118208202443,0,"mid-hills",0,0,"0"
"T25P2","T2.5","7","Eucalyptus obliqua","Canopy",103,41.6,13.17,14.59,"Yes",18.8,239,20,"T2.5P2Q2","Mature ","Alive",NA,"Present",25,20,4,4,"No","No",1.3021,1.0955188957803,3.9982462517763,75.8135064766421,3.2155762820737,4,"Present","1",13.88,192.1503,0.83333695,2083.07227887088,4.80060154485875,19.202406179435,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,394,"Alive",1,"1",4,1,2,2083.07227887088,4.80060154485875,19.202406179435,"mid-hills",4,19.202406179435,"1"
"T25P2","T2.5","8","Eucalyptus cypellocarpa","Canopy",103,30.4,11.87,16.94,"Yes",3.96,255,20,"T2.5P2Q3","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",1.1355,0.948892906048948,0.463682108801837,72.3395248774521,1.26864566618354,0,"Absent","0",14.405,201.0778,0.83333695,2083.07227887088,4.80060154485875,0,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,395,"Alive",1,"1",4,1,2,2083.07227887088,4.80060154485875,0,"mid-hills",0,0,"0"
"T25P2","T2.5","9","Eucalyptus cypellocarpa","Canopy",91,31.1,12.85,16,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Potential ",24,12,6,4,"No","No",NA,NA,NA,NA,NA,6,"Potential ","2",14.425,205.6,0.65047255,1625.97054777357,6.1501729005442,36.9010374032652,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,396,"Alive",1,"1",4,1,2,1625.97054777357,6.1501729005442,36.9010374032652,"mid-hills",0,0,"0"
"T25P2","T2.5","10","Eucalyptus elata","Canopy",89,21.6,10,12.33,"Yes",14.7,281,NA,"T2.5P2Q4","Mature ","Alive",NA,"Potential ",NA,NA,2,4,"No","No",1.9011,1.63783484576871,3.08186333922428,75.6639744354821,2.63444206549043,2,"Potential ","2",11.165,123.3,0.62219455,1555.2847130678,6.42969092152588,12.8593818430518,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,397,"Alive",1,"1",4,1,2,1555.2847130678,6.42969092152588,12.8593818430518,"mid-hills",0,0,"0"
"T25P2","T2.5","11","Eucalyptus cypellocarpa","Canopy",234,32.8,15.91,14.98,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",43,NA,6,4,"No","No",NA,NA,NA,NA,NA,6,"Present","1",15.445,238.3318,4.3010838,10751.3154587477,0.930118741131685,5.58071244679011,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,398,"Alive",1,"1",4,1,3,10751.3154587477,0.930118741131684,5.58071244679011,"mid-hills",6,5.58071244679011,"1"
"T25P2","T2.5","15","Eucalyptus cypellocarpa","Canopy",255,34.5,18.34,18.03,"Yes",48,304,20,"T2.5P2Q1","Over-mature","Alive",NA,"Present",42,20,5,4,"No","No",1.4368,0.912914585894779,7.60568732803192,64.911552955438,1.0904573300184,5,"Present","1",18.185,330.6702,5.10771375,12767.6288937298,0.783230784919746,3.91615392459873,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,399,"Alive",1,"1",4,1,3,12767.6288937298,0.783230784919746,3.91615392459873,"mid-hills",5,3.91615392459873,"1"
"T25P2","T2.5","12","Acacia dealbata ","Subcanopy",23,13,6.42,6.23,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",6.325,39.9966,0.04155295,103.868907109313,96.2752018703337,0,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,400,"Alive",1,"1",4,2,1,103.868907109313,96.2752018703337,0,"mid-hills",0,0,"0"
"T25P2","T2.5","14","Acacia dealbata ","Subcanopy",14,12,NA,NA,"No",NA,NA,NA,NA,"Mature ","Dead",8,"Present",26,NA,10,4,"No","No",NA,NA,NA,NA,NA,10,"Present","1",NA,NA,0.0153958,38.484510006475,259.844805047992,2598.44805047992,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,401,"Dead",3,"3",4,2,2,38.484510006475,259.844805047992,2598.44805047992,"mid-hills",10,2598.44805047992,"1"
"T25P2","T2.5","13","Acacia dealbata ","Subcanopy",11,6.5,NA,NA,"No",NA,NA,NA,NA,"Mature ","Dead",8,"Present",26,NA,10,4,"No","No",NA,NA,NA,NA,NA,10,"Present","1",NA,NA,0.00950455,23.7582944427728,420.905634623194,4209.05634623194,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,402,"Dead",3,"3",4,2,2,23.7582944427728,420.905634623194,4209.05634623194,"mid-hills",10,4209.05634623194,"1"
"T25P2","T2.5","16","Acacia dealbata ","Subcanopy",21,32,2.77,7.46,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",5.115,20.6642,0.03464055,86.5901475145687,115.48658002133,0,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,403,"Alive",1,"1",4,2,2,86.5901475145687,115.48658002133,0,"mid-hills",0,0,"0"
"T25P2","T2.5","17","Eucalyptus spp","Canopy",230,9.49,NA,NA,"No",NA,NA,NA,NA,"Stag","Dead",7,"Present",20,53,1,3,"No","No",NA,NA,NA,NA,NA,1,"Present","1",NA,NA,4.155295,10386.8907109313,0.962752018703337,0.962752018703337,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,404,"Dead",3,"3",4,1,5,10386.8907109313,0.962752018703337,0.962752018703337,"mid-hills",1,0.962752018703337,"1"
"T25P2","T2.5","S19","Eucalyptus elata","Canopy",96,50.1,11.6,14.6,"Yes",38,140,28,"T2.5P2Q6","Mature ","Alive",NA,"Potential ",25,20,3,2,"No","No",1.6942,1.08428810323224,4.3539311201867,61.0861917091006,2.04685072764694,3,"Potential ","2",13.1,169.36,0.7239168,1809.55736846772,5.52621330180192,16.5786399054058,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,405,"Alive",1,"1",4,1,2,1809.55736846772,5.52621330180192,16.5786399054058,"mid-hills",0,0,"0"
"T25P2","T2.5","S18","Eucalyptus cypellocarpa","Canopy",108,45.3,12.8,11.8,"Yes",71,160,20,"T2.5P2Q5","Mature ","Alive",NA,"Present",35,20,4,4,"No","No",1.4767,1.21938162352814,2.24166912614942,73.5035888815826,0.0248140397403725,4,"Present","1",12.3,151.04,0.9162072,2290.22104446696,4.3663907569793,17.4655630279172,0,0,692,8,340,">3",60,"High","DE","AA",1,1,0.156459361314774,1.491066667,1.14980516004219,2673,29.8296031381204,6.37976,8746,1,"25",7,388,3.9,0.55,9.79,406,"Alive",1,"1",4,1,2,2290.22104446696,4.3663907569793,17.4655630279172,"mid-hills",4,17.4655630279172,"1"
"T35P3","T3.5","1","Eucalyptus obliqua","Canopy",278,54.2,16.73,12.89,"Yes",9.59,3,20,"T3.5P3Q1","Over-mature","Alive",NA,"Present",43,NA,4,3,"No","No",1.3314,0.88769494981111,4.81459984967755,62.8882699724677,0.375821438320229,4,"Present","1",14.81,215.6497,6.0706582,15174.6779150021,0.658992570123266,2.63597028049307,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,407,"Alive",1,"1",4,1,3,15174.6779150021,0.658992570123266,2.63597028049307,"high-country",4,2.63597028049307,"1"
"T35P3","T3.5","2","Eucalyptus obliqua","Canopy",303,51.9,18.42,19.94,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",39,20,4,3,"No","No",NA,NA,NA,NA,NA,4,"Present","1",19.18,367.2948,7.21159695,18026.6549958391,0.554734086956687,2.21893634782675,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,408,"Alive",1,"1",4,1,3,18026.6549958391,0.554734086956687,2.21893634782675,"high-country",4,2.21893634782675,"1"
"T35P3","T3.5","3","Eucalyptus obliqua","Canopy",199,52,15.41,20.45,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",39,20,4,3,"No","No",NA,NA,NA,NA,NA,4,"Present","1",17.93,315.1345,3.11065855,7775.63816717559,1.28606807377103,5.14427229508411,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,409,"Alive",1,"1",4,1,3,7775.63816717559,1.28606807377103,5.14427229508412,"high-country",4,5.14427229508411,"1"
"T35P3","T3.5","4","Eucalyptus obliqua","Canopy",223,52,24.01,16.3,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",13,NA,4,3,"No","No",NA,NA,NA,NA,NA,4,"Present","1",20.155,391.363,3.90621295,9764.26631689793,1.02414248807349,4.09656995229395,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,410,"Alive",1,"1",4,1,3,9764.26631689793,1.02414248807349,4.09656995229395,"high-country",4,4.09656995229395,"1"
"T35P3","T3.5","5","Eucalyptus cypellocarpa","Canopy",202,48,10.17,13.13,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",14,NA,4,3,"No","No",NA,NA,NA,NA,NA,4,"Present","1",11.65,133.5321,3.2051542,8011.84666481737,1.24815169565255,4.99260678261019,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,411,"Alive",1,"1",4,1,3,8011.84666481737,1.24815169565255,4.99260678261019,"high-country",4,4.99260678261019,"1"
"T35P3","T3.5","6","Eucalyptus cypellocarpa","Canopy",289,53.2,24.39,20.86,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",24,NA,4,3,"No","No",NA,NA,NA,NA,NA,4,"Present","1",22.625,508.7754,6.56057455,16399.3100012796,0.6097817529652,2.4391270118608,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,412,"Alive",1,"1",4,1,3,16399.3100012796,0.6097817529652,2.4391270118608,"high-country",4,2.4391270118608,"1"
"T35P3","T3.5","7","Eucalyptus obliqua","Canopy",163,56,10,13.45,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Potential ",2,NA,4,2,"No","No",NA,NA,NA,NA,NA,4,"Potential ","2",11.725,134.5,2.08699495,5216.8109508267,1.91687988969877,7.66751955879506,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,413,"Alive",1,"1",4,1,3,5216.8109508267,1.91687988969877,7.66751955879506,"high-country",0,0,"0"
"T35P3","T3.5","8","Eucalyptus obliqua","Canopy",249,22.6,9.44,12.32,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",40,31,4,3,"No","No",NA,NA,NA,NA,NA,4,"Present","1",10.88,116.3008,4.87017855,12173.8678822013,0.821431618673997,3.28572647469599,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,414,"Alive",1,"1",4,1,3,12173.8678822013,0.821431618673997,3.28572647469599,"high-country",4,3.28572647469599,"1"
"T35P3","T3.5","9","Eucalyptus cypellocarpa","Canopy",256,48.5,15.56,10.33,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Present",40,37,4,3,"No","No",NA,NA,NA,NA,NA,4,"Present","1",12.945,160.7348,5.1478528,12867.9635091038,0.777123745565895,3.10849498226358,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,415,"Alive",1,"1",4,1,3,12867.9635091038,0.777123745565895,3.10849498226358,"high-country",4,3.10849498226358,"1"
"T35P3","T3.5","10","Eucalyptus cypellocarpa","Canopy",155,52.4,11.8,16.57,"Yes",16.1,120,20,"T3.5P3Q2","Over-mature","Alive",NA,"Present",3,37,4,3,"No","No",1.4349,1.28318136179456,0.338953511817742,72.5252744764499,0.0328758721969163,4,"Present","1",14.185,195.526,1.88716375,4717.29771890592,2.11985772276406,8.47943089105623,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,416,"Alive",1,"1",4,1,3,4717.29771890592,2.11985772276406,8.47943089105623,"high-country",4,8.47943089105623,"1"
"T35P3","T3.5","11","Eucalyptus obliqua","Canopy",132,59,20.85,18.56,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",19.705,386.976,1.3686552,3421.19439975929,2.9229557959944,0,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,417,"Alive",1,"1",4,1,2,3421.19439975928,2.9229557959944,0,"high-country",0,0,"0"
"T35P3","T3.5","12","Eucalyptus cypellocarpa","Canopy",179,44.5,15.57,18.27,"Yes",33.19,192,16,"T3.5P3Q3","Over-mature","Alive",NA,"Present",3,37,4,4,"No","No",1.1109,0.946548073623021,0.800861900480001,71.3187068149295,0.124967376356897,4,"Present","1",16.92,284.4639,2.51682055,6291.23563835441,1.5895128675574,6.35805147022958,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,418,"Alive",1,"1",4,1,3,6291.23563835441,1.5895128675574,6.35805147022958,"high-country",4,6.35805147022958,"1"
"T35P3","T3.5","13","Eucalyptus obliqua","Canopy",182,57.3,20.04,18.94,"No",NA,NA,NA,NA,"Over-mature","Alive",NA,"Potential ",2,NA,4,4,"No","No",NA,NA,NA,NA,NA,4,"Potential ","2",19.49,379.5576,2.6018902,6503.88219109427,1.53754322513605,6.1501729005442,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,419,"Alive",1,"1",4,1,3,6503.88219109427,1.53754322513605,6.1501729005442,"high-country",0,0,"0"
"T35P3","T3.5","14","Eucalyptus obliqua","Canopy",88,45.5,7.73,4.64,"Yes",14.4,316,15,"T3.5P3Q5","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","Yes",1.3086,0.847797720127011,0.682114098961955,60.8749527390276,0.594366729825859,0,"Absent","0",6.185,35.8672,0.6082912,1520.53084433746,6.57665054098741,0,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,420,"Alive",1,"1",4,1,2,1520.53084433746,6.57665054098741,0,"high-country",0,0,"0"
"T35P3","T3.5","15","Eucalyptus obliqua","Canopy",226,50.6,18.18,21.95,"Yes",30.1,292,21,"T3.5P3Q4","Mature ","Alive",NA,"Present",2,NA,4,4,"No","Yes",1.4825,1.06016299908604,1.27826580824423,61.4221843505638,1.42726046080123,4,"Present","1",20.065,399.051,4.0120198,10028.749148422,0.997133326599705,3.98853330639882,0,0,920,16,246,">3",35,"High","DE","AB",6,3,0.179817765951157,1.33366,1.00507702088835,2769,25.7247942549027,5.55831,8914,1,"10",8,325,4,0.7,13.38,421,"Alive",1,"1",4,1,2,10028.749148422,0.997133326599705,3.98853330639882,"high-country",4,3.98853330639882,"1"
